image_stem,project,split,reading_gt,cluster_id,reading_group_id,relative_path,fixed_at
src_004_20260818_144200,meter_src004,train,3709929,src_004_C023,src_004_C023,raw/images/src_004_20260818_144200.jpg,2026-09-14
src_004_20260818_144600,meter_src004,train,3709932,src_004_C023,src_004_C023,raw/images/src_004_20260818_144600.jpg,2026-09-14
src_004_20260818_145000,meter_src004,train,3709935,src_004_C023,src_004_C023,raw/images/src_004_20260818_145000.jpg,2026-09-14
src_004_20260818_145200,meter_src004,train,3709937,src_004_C023,src_004_C023,raw/images/src_004_20260818_145200.jpg,2026-09-14
src_004_20260818_150600,meter_src004,train,3709949,src_004_C023,src_004_C023,raw/images/src_004_20260818_150600.jpg,2026-09-14
src_004_20260818_150800,meter_src004,train,3709951,src_004_C023,src_004_C023,raw/images/src_004_20260818_150800.jpg,2026-09-14
src_004_20260818_151000,meter_src004,train,3709951,src_004_C023,src_004_C023,raw/images/src_004_20260818_151000.jpg,2026-09-14
src_004_20260818_151200,meter_src004,train,3709955,src_004_C023,src_004_C023,raw/images/src_004_20260818_151200.jpg,2026-09-14
src_004_20260818_151400,meter_src004,train,3709956,src_004_C023,src_004_C023,raw/images/src_004_20260818_151400.jpg,2026-09-14
src_004_20260818_151600,meter_src004,train,3709958,src_004_C023,src_004_C023,raw/images/src_004_20260818_151600.jpg,2026-09-14
src_004_20260818_151800,meter_src004,train,3709960,src_004_C023,src_004_C023,raw/images/src_004_20260818_151800.jpg,2026-09-14
src_004_20260818_152000,meter_src004,train,3709962,src_004_C023,src_004_C023,raw/images/src_004_20260818_152000.jpg,2026-09-14
src_004_20260818_152400,meter_src004,train,3709965,src_004_C023,src_004_C023,raw/images/src_004_20260818_152400.jpg,2026-09-14
src_004_20260818_152600,meter_src004,train,3709967,src_004_C023,src_004_C023,raw/images/src_004_20260818_152600.jpg,2026-09-14
src_004_20260818_152800,meter_src004,train,3709968,src_004_C023,src_004_C023,raw/images/src_004_20260818_152800.jpg,2026-09-14
src_004_20260818_153000,meter_src004,train,3709970,src_004_C023,src_004_C023,raw/images/src_004_20260818_153000.jpg,2026-09-14
src_004_20260818_153200,meter_src004,train,3709972,src_004_C023,src_004_C023,raw/images/src_004_20260818_153200.jpg,2026-09-14
src_004_20260818_153600,meter_src004,train,3709975,src_004_C023,src_004_C023,raw/images/src_004_20260818_153600.jpg,2026-09-14
src_004_20260818_153800,meter_src004,train,3709977,src_004_C023,src_004_C023,raw/images/src_004_20260818_153800.jpg,2026-09-14
src_004_20260818_154200,meter_src004,train,3709980,src_004_C023,src_004_C023,raw/images/src_004_20260818_154200.jpg,2026-09-14
src_004_20260818_154400,meter_src004,train,3709982,src_004_C023,src_004_C023,raw/images/src_004_20260818_154400.jpg,2026-09-14
src_004_20260818_154800,meter_src004,train,3709985,src_004_C023,src_004_C023,raw/images/src_004_20260818_154800.jpg,2026-09-14
src_004_20260818_155000,meter_src004,train,3709987,src_004_C023,src_004_C023,raw/images/src_004_20260818_155000.jpg,2026-09-14
src_004_20260818_155600,meter_src004,train,3709992,src_004_C023,src_004_C023,raw/images/src_004_20260818_155600.jpg,2026-09-14
src_004_20260818_155800,meter_src004,train,3709994,src_004_C023,src_004_C023,raw/images/src_004_20260818_155800.jpg,2026-09-14
src_004_20260818_160000,meter_src004,train,3709996,src_004_C023,src_004_C023,raw/images/src_004_20260818_160000.jpg,2026-09-14
src_004_20260818_160200,meter_src004,train,3709997,src_004_C023,src_004_C023,raw/images/src_004_20260818_160200.jpg,2026-09-14
src_004_20260818_160400,meter_src004,train,3709999,src_004_C023,src_004_C023,raw/images/src_004_20260818_160400.jpg,2026-09-14
src_004_20260818_160600,meter_src004,train,3710001,src_004_C023,src_004_C023,raw/images/src_004_20260818_160600.jpg,2026-09-14
src_004_20260818_160800,meter_src004,train,3710003,src_004_C023,src_004_C023,raw/images/src_004_20260818_160800.jpg,2026-09-14
src_004_20260818_161000,meter_src004,train,3710005,src_004_C023,src_004_C023,raw/images/src_004_20260818_161000.jpg,2026-09-14
src_004_20260818_161200,meter_src004,train,3710007,src_004_C023,src_004_C023,raw/images/src_004_20260818_161200.jpg,2026-09-14
src_004_20260818_161400,meter_src004,train,3710008,src_004_C023,src_004_C023,raw/images/src_004_20260818_161400.jpg,2026-09-14
src_004_20260818_161600,meter_src004,train,3710010,src_004_C023,src_004_C023,raw/images/src_004_20260818_161600.jpg,2026-09-14
src_004_20260818_162000,meter_src004,train,3710013,src_004_C023,src_004_C023,raw/images/src_004_20260818_162000.jpg,2026-09-14
src_004_20260818_162200,meter_src004,train,3710015,src_004_C023,src_004_C023,raw/images/src_004_20260818_162200.jpg,2026-09-14
src_004_20260818_162400,meter_src004,train,3710017,src_004_C023,src_004_C023,raw/images/src_004_20260818_162400.jpg,2026-09-14
src_004_20260818_163000,meter_src004,train,3710022,src_004_C023,src_004_C023,raw/images/src_004_20260818_163000.jpg,2026-09-14
src_004_20260818_163200,meter_src004,train,3710024,src_004_C023,src_004_C023,raw/images/src_004_20260818_163200.jpg,2026-09-14
src_004_20260818_163600,meter_src004,train,3710027,src_004_C023,src_004_C023,raw/images/src_004_20260818_163600.jpg,2026-09-14
src_004_20260818_163800,meter_src004,train,3710028,src_004_C023,src_004_C023,raw/images/src_004_20260818_163800.jpg,2026-09-14
src_004_20260818_164200,meter_src004,train,3710031,src_004_C023,src_004_C023,raw/images/src_004_20260818_164200.jpg,2026-09-14
src_004_20260818_164400,meter_src004,train,3710033,src_004_C023,src_004_C023,raw/images/src_004_20260818_164400.jpg,2026-09-14
src_004_20260818_164600,meter_src004,train,3710034,src_004_C023,src_004_C023,raw/images/src_004_20260818_164600.jpg,2026-09-14
src_004_20260818_164800,meter_src004,train,3710034,src_004_C023,src_004_C023,raw/images/src_004_20260818_164800.jpg,2026-09-14
src_004_20260818_165200,meter_src004,train,3710039,src_004_C023,src_004_C023,raw/images/src_004_20260818_165200.jpg,2026-09-14
src_004_20260818_165600,meter_src004,train,3710042,src_004_C023,src_004_C023,raw/images/src_004_20260818_165600.jpg,2026-09-14
src_004_20260818_170000,meter_src004,train,3710045,src_004_C023,src_004_C023,raw/images/src_004_20260818_170000.jpg,2026-09-14
src_004_20260818_170200,meter_src004,train,3710045,src_004_C023,src_004_C023,raw/images/src_004_20260818_170200.jpg,2026-09-14
src_004_20260818_170400,meter_src004,train,3710048,src_004_C023,src_004_C023,raw/images/src_004_20260818_170400.jpg,2026-09-14
src_004_20260818_170600,meter_src004,train,3710058,src_004_C023,src_004_C023,raw/images/src_004_20260818_170600.jpg,2026-09-14
src_004_20260818_170800,meter_src004,train,3710051,src_004_C023,src_004_C023,raw/images/src_004_20260818_170800.jpg,2026-09-14
src_004_20260818_171000,meter_src004,train,3710053,src_004_C023,src_004_C023,raw/images/src_004_20260818_171000.jpg,2026-09-14
src_004_20260818_171200,meter_src004,train,3710055,src_004_C023,src_004_C023,raw/images/src_004_20260818_171200.jpg,2026-09-14
src_004_20260819_143000,meter_src004,train,3710609,src_004_C025,src_004_C025,raw/images/src_004_20260819_143000.jpg,2026-09-14
src_004_20260819_153000,meter_src004,train,3710665,src_004_C025,src_004_C025,raw/images/src_004_20260819_153000.jpg,2026-09-14
src_004_20260819_160000,meter_src004,train,3710695,src_004_C025,src_004_C025,raw/images/src_004_20260819_160000.jpg,2026-09-14
src_004_20260901_134400,meter_src004,train,3716716,src_004_C028,src_004_C028,raw/images/src_004_20260901_134400.jpg,2026-09-14
src_004_20260901_140800,meter_src004,train,3716740,src_004_C032,src_004_C032,raw/images/src_004_20260901_140800.jpg,2026-09-14
src_004_20260902_082800,meter_src004,train,3717020,src_004_C036,src_004_C036,raw/images/src_004_20260902_082800.jpg,2026-09-14
src_004_20260902_084000,meter_src004,train,3717039,src_004_C038,src_004_C038,raw/images/src_004_20260902_084000.jpg,2026-09-14
src_004_20260902_084800,meter_src004,train,3717046,src_004_C038,src_004_C038,raw/images/src_004_20260902_084800.jpg,2026-09-14
src_004_20260902_085600,meter_src004,train,3717054,src_004_C038,src_004_C038,raw/images/src_004_20260902_085600.jpg,2026-09-14
src_004_20260902_091600,meter_src004,train,3717079,src_004_C038,src_004_C038,raw/images/src_004_20260902_091600.jpg,2026-09-14
src_004_20260902_092800,meter_src004,train,3717092,src_004_C041,src_004_C041,raw/images/src_004_20260902_092800.jpg,2026-09-14
src_004_20260902_093600,meter_src004,train,3717100,src_004_C042,src_004_C042,raw/images/src_004_20260902_093600.jpg,2026-09-14
src_004_20260902_094000,meter_src004,train,3717104,src_004_C042,src_004_C042,raw/images/src_004_20260902_094000.jpg,2026-09-14
src_004_20260902_100400,meter_src004,train,3717133,src_004_C045,src_004_C045,raw/images/src_004_20260902_100400.jpg,2026-09-14
src_004_20260902_100800,meter_src004,train,3717140,src_004_C045,src_004_C045,raw/images/src_004_20260902_100800.jpg,2026-09-14
src_004_20260902_101200,meter_src004,train,3717146,src_004_C045,src_004_C045,raw/images/src_004_20260902_101200.jpg,2026-09-14
src_004_20260902_102800,meter_src004,train,3717165,src_004_C048,src_004_C048,raw/images/src_004_20260902_102800.jpg,2026-09-14
src_004_20260902_103600,meter_src004,train,3717174,src_004_C049,src_004_C049,raw/images/src_004_20260902_103600.jpg,2026-09-14
src_004_20260902_104000,meter_src004,train,3717179,src_004_C049,src_004_C049,raw/images/src_004_20260902_104000.jpg,2026-09-14
src_004_20260902_104400,meter_src004,train,3717183,src_004_C049,src_004_C049,raw/images/src_004_20260902_104400.jpg,2026-09-14
src_004_20260902_112800,meter_src004,train,3717231,src_004_C053,src_004_C053,raw/images/src_004_20260902_112800.jpg,2026-09-14
src_004_20260902_114000,meter_src004,train,3717251,src_004_C054,src_004_C054,raw/images/src_004_20260902_114000.jpg,2026-09-14
src_004_20260902_114400,meter_src004,train,3717256,src_004_C054,src_004_C054,raw/images/src_004_20260902_114400.jpg,2026-09-14
src_004_20260902_114800,meter_src004,train,3717260,src_004_C054,src_004_C054,raw/images/src_004_20260902_114800.jpg,2026-09-14
src_004_20260902_120400,meter_src004,train,3717276,src_004_C056,src_004_C056,raw/images/src_004_20260902_120400.jpg,2026-09-14
src_004_20260902_120800,meter_src004,train,3717281,src_004_C056,src_004_C056,raw/images/src_004_20260902_120800.jpg,2026-09-14
src_004_20260902_121200,meter_src004,train,3717285,src_004_C056,src_004_C056,raw/images/src_004_20260902_121200.jpg,2026-09-14
src_004_20260902_123200,meter_src004,train,3717311,src_004_C060,src_004_C060,raw/images/src_004_20260902_123200.jpg,2026-09-14
src_004_20260902_130400,meter_src004,train,3717359,src_004_C064,src_004_C064,raw/images/src_004_20260902_130400.jpg,2026-09-14
src_004_20260902_132400,meter_src004,train,3717379,src_004_C067,src_004_C067,raw/images/src_004_20260902_132400.jpg,2026-09-14
src_004_20260903_091200,meter_src004,train,3717683,src_004_C073,src_004_C073,raw/images/src_004_20260903_091200.jpg,2026-09-14
src_004_20260903_095200,meter_src004,train,3717711,src_004_C079,src_004_C079,raw/images/src_004_20260903_095200.jpg,2026-09-14
src_004_20260903_110400,meter_src004,train,3717759,src_004_C087,src_004_C087,raw/images/src_004_20260903_110400.jpg,2026-09-14
src_004_20260903_111600,meter_src004,train,3717768,src_004_C089,src_004_C089,raw/images/src_004_20260903_111600.jpg,2026-09-14
src_004_20260903_112000,meter_src004,train,3717771,src_004_C089,src_004_C089,raw/images/src_004_20260903_112000.jpg,2026-09-14
src_004_20260903_112800,meter_src004,train,3717779,src_004_C091,src_004_C091,raw/images/src_004_20260903_112800.jpg,2026-09-14
src_004_20260903_113200,meter_src004,train,3717782,src_004_C091,src_004_C091,raw/images/src_004_20260903_113200.jpg,2026-09-14
src_004_20260903_113600,meter_src004,train,3717785,src_004_C091,src_004_C091,raw/images/src_004_20260903_113600.jpg,2026-09-14
src_004_20260903_120000,meter_src004,train,3717800,src_004_C095,src_004_C095,raw/images/src_004_20260903_120000.jpg,2026-09-14
src_004_20260903_130000,meter_src004,train,3717850,src_004_C100,src_004_C100,raw/images/src_004_20260903_130000.jpg,2026-09-14
src_004_20260903_135200,meter_src004,train,3717874,src_004_C106,src_004_C106,raw/images/src_004_20260903_135200.jpg,2026-09-14
src_004_20260903_135600,meter_src004,train,3717876,src_004_C106,src_004_C106,raw/images/src_004_20260903_135600.jpg,2026-09-14
src_004_20260904_042800,meter_src004,train,3718015,src_004_C109,src_004_C109,raw/images/src_004_20260904_042800.jpg,2026-09-14
src_004_20260904_091600,meter_src004,train,3718071,src_004_C111,src_004_C111,raw/images/src_004_20260904_091600.jpg,2026-09-14
src_004_20260904_092800,meter_src004,train,3718076,src_004_C111,src_004_C111,raw/images/src_004_20260904_092800.jpg,2026-09-14
src_004_20260904_094000,meter_src004,train,3718082,src_004_C111,src_004_C111,raw/images/src_004_20260904_094000.jpg,2026-09-14
src_004_20260904_094800,meter_src004,train,3718083,src_004_C111,src_004_C111,raw/images/src_004_20260904_094800.jpg,2026-09-14
src_004_20260904_100000,meter_src004,train,3718093,src_004_C111,src_004_C111,raw/images/src_004_20260904_100000.jpg,2026-09-14
src_004_20260904_111600,meter_src004,train,3718140,src_004_C115,src_004_C115,raw/images/src_004_20260904_111600.jpg,2026-09-14
src_004_20260904_114000,meter_src004,train,3718154,src_004_C120,src_004_C120,raw/images/src_004_20260904_114000.jpg,2026-09-14
src_004_20260904_115600,meter_src004,train,3718161,src_004_C120,src_004_C120,raw/images/src_004_20260904_115600.jpg,2026-09-14
src_004_20260904_121200,meter_src004,train,3718169,src_004_C120,src_004_C120,raw/images/src_004_20260904_121200.jpg,2026-09-14
src_004_20260904_121600,meter_src004,train,3718172,src_004_C121,src_004_C121,raw/images/src_004_20260904_121600.jpg,2026-09-14
src_004_20260904_123200,meter_src004,train,3718184,src_004_C121,src_004_C121,raw/images/src_004_20260904_123200.jpg,2026-09-14
src_004_20260904_124400,meter_src004,train,3718196,src_004_C121,src_004_C121,raw/images/src_004_20260904_124400.jpg,2026-09-14
src_004_20260904_125600,meter_src004,train,3718206,src_004_C121,src_004_C121,raw/images/src_004_20260904_125600.jpg,2026-09-14
src_004_20260904_132800,meter_src004,train,3718221,src_004_C122,src_004_C122,raw/images/src_004_20260904_132800.jpg,2026-09-14
src_004_20260904_134000,meter_src004,train,3718225,src_004_C122,src_004_C122,raw/images/src_004_20260904_134000.jpg,2026-09-14
src_004_20260904_135200,meter_src004,train,3718228,src_004_C122,src_004_C122,raw/images/src_004_20260904_135200.jpg,2026-09-14
src_004_20260904_140400,meter_src004,train,3718231,src_004_C122,src_004_C122,raw/images/src_004_20260904_140400.jpg,2026-09-14
src_004_20260904_140800,meter_src004,train,3718232,src_004_C123,src_004_C123,raw/images/src_004_20260904_140800.jpg,2026-09-14
src_004_20260904_141200,meter_src004,train,3718233,src_004_C124,src_004_C124,raw/images/src_004_20260904_141200.jpg,2026-09-14
src_004_20260904_141600,meter_src004,train,3718234,src_004_C124,src_004_C124,raw/images/src_004_20260904_141600.jpg,2026-09-14
src_004_20260904_142000,meter_src004,train,3718235,src_004_C124,src_004_C124,raw/images/src_004_20260904_142000.jpg,2026-09-14
src_004_20260904_142400,meter_src004,train,3718236,src_004_C125,src_004_C125,raw/images/src_004_20260904_142400.jpg,2026-09-14
src_004_20260905_065200,meter_src004,train,3718303,src_004_C125,src_004_C125,raw/images/src_004_20260905_065200.jpg,2026-09-14
src_004_20260906_154400,meter_src004,train,3718360,src_004_C125,src_004_C125,raw/images/src_004_20260906_154400.jpg,2026-09-14
src_004_20260907_082000,meter_src004,train,3718411,src_004_C127,src_004_C127,raw/images/src_004_20260907_082000.jpg,2026-09-14
src_004_20260907_082800,meter_src004,train,3718420,src_004_C127,src_004_C127,raw/images/src_004_20260907_082800.jpg,2026-09-14
src_004_20260907_083600,meter_src004,train,3718423,src_004_C127,src_004_C127,raw/images/src_004_20260907_083600.jpg,2026-09-14
src_004_20260907_085200,meter_src004,train,3718434,src_004_C129,src_004_C129,raw/images/src_004_20260907_085200.jpg,2026-09-14
src_004_20260907_090000,meter_src004,train,3718440,src_004_C131,src_004_C131,raw/images/src_004_20260907_090000.jpg,2026-09-14
src_004_20260907_090400,meter_src004,train,3718443,src_004_C131,src_004_C131,raw/images/src_004_20260907_090400.jpg,2026-09-14
src_004_20260907_094000,meter_src004,train,3718475,src_004_C134,src_004_C134,raw/images/src_004_20260907_094000.jpg,2026-09-14
src_004_20260907_100400,meter_src004,train,3718494,src_004_C134,src_004_C134,raw/images/src_004_20260907_100400.jpg,2026-09-14
src_004_20260907_102000,meter_src004,train,3718509,src_004_C134,src_004_C134,raw/images/src_004_20260907_102000.jpg,2026-09-14
src_004_20260907_103600,meter_src004,train,3718522,src_004_C137,src_004_C137,raw/images/src_004_20260907_103600.jpg,2026-09-14
src_004_20260907_105600,meter_src004,train,3718533,src_004_C141,src_004_C141,raw/images/src_004_20260907_105600.jpg,2026-09-14
src_004_20260907_110000,meter_src004,train,3718539,src_004_C142,src_004_C142,raw/images/src_004_20260907_110000.jpg,2026-09-14
src_004_20260907_110400,meter_src004,train,3718542,src_004_C142,src_004_C142,raw/images/src_004_20260907_110400.jpg,2026-09-14
src_004_20260907_110800,meter_src004,train,3718545,src_004_C142,src_004_C142,raw/images/src_004_20260907_110800.jpg,2026-09-14
src_004_20260907_114400,meter_src004,train,3718571,src_004_C147,src_004_C147,raw/images/src_004_20260907_114400.jpg,2026-09-14
src_004_20260907_115200,meter_src004,train,3718585,src_004_C147,src_004_C147,raw/images/src_004_20260907_115200.jpg,2026-09-14
src_004_20260907_120000,meter_src004,train,3718590,src_004_C147,src_004_C147,raw/images/src_004_20260907_120000.jpg,2026-09-14
src_004_20260907_120400,meter_src004,train,3718593,src_004_C147,src_004_C147,raw/images/src_004_20260907_120400.jpg,2026-09-14
src_004_20260907_123200,meter_src004,train,3718618,src_004_C149,src_004_C149,raw/images/src_004_20260907_123200.jpg,2026-09-14
src_004_20260907_123600,meter_src004,train,3718622,src_004_C149,src_004_C149,raw/images/src_004_20260907_123600.jpg,2026-09-14
src_004_20260907_133200,meter_src004,train,3718668,src_004_C151,src_004_C151,raw/images/src_004_20260907_133200.jpg,2026-09-14
src_004_20260907_184400,meter_src004,train,3718808,src_004_C155,src_004_C155,raw/images/src_004_20260907_184400.jpg,2026-09-14
src_004_20260907_232000,meter_src004,train,3718839,src_004_C155,src_004_C155,raw/images/src_004_20260907_232000.jpg,2026-09-14
src_004_20260908_035600,meter_src004,train,3718839,src_004_C155,src_004_C155,raw/images/src_004_20260908_035600.jpg,2026-09-14
src_004_20260908_082800,meter_src004,train,3718883,src_004_C155,src_004_C155,raw/images/src_004_20260908_082800.jpg,2026-09-14
src_004_20260908_083200,meter_src004,train,3718886,src_004_C156,src_004_C156,raw/images/src_004_20260908_083200.jpg,2026-09-14
src_004_20260908_083600,meter_src004,train,3718888,src_004_C156,src_004_C156,raw/images/src_004_20260908_083600.jpg,2026-09-14
src_004_20260908_084000,meter_src004,train,3718890,src_004_C156,src_004_C156,raw/images/src_004_20260908_084000.jpg,2026-09-14
src_004_20260904_142800,meter_src004,train,3718237,meter_src004_src_004_C125,NEW_src_004_20260904_142800,raw/images/src_004_20260904_142800.jpg,2026-09-15
src_004_20260904_152000,meter_src004,train,3718250,meter_src004_src_004_C125,NEW_src_004_20260904_142800,raw/images/src_004_20260904_152000.jpg,2026-09-15
src_004_20260904_184800,meter_src004,train,3718287,meter_src004_src_004_C125,NEW_src_004_20260904_142800,raw/images/src_004_20260904_184800.jpg,2026-09-15
src_004_20260904_203200,meter_src004,train,3718298,meter_src004_src_004_C125,NEW_src_004_20260904_142800,raw/images/src_004_20260904_203200.jpg,2026-09-15
src_004_20260905_121200,meter_src004,train,3718321,meter_src004_src_004_C125,NEW_src_004_20260904_142800,raw/images/src_004_20260905_121200.jpg,2026-09-15
src_004_20260905_130400,meter_src004,train,3718327,meter_src004_src_004_C125,NEW_src_004_20260904_142800,raw/images/src_004_20260905_130400.jpg,2026-09-15
src_004_20260905_144800,meter_src004,train,3718332,meter_src004_src_004_C125,NEW_src_004_20260904_142800,raw/images/src_004_20260905_144800.jpg,2026-09-15
src_004_20260905_154000,meter_src004,train,3718333,meter_src004_src_004_C125,NEW_src_004_20260904_142800,raw/images/src_004_20260905_154000.jpg,2026-09-15
src_004_20260905_163200,meter_src004,train,3718333,meter_src004_src_004_C125,NEW_src_004_20260904_142800,raw/images/src_004_20260905_163200.jpg,2026-09-15
src_004_20260905_172400,meter_src004,train,3718333,meter_src004_src_004_C125,NEW_src_004_20260904_142800,raw/images/src_004_20260905_172400.jpg,2026-09-15
src_004_20260905_181600,meter_src004,train,3718333,meter_src004_src_004_C125,NEW_src_004_20260904_142800,raw/images/src_004_20260905_181600.jpg,2026-09-15
src_004_20260905_190800,meter_src004,train,3718333,meter_src004_src_004_C125,NEW_src_004_20260904_142800,raw/images/src_004_20260905_190800.jpg,2026-09-15
src_004_20260905_200000,meter_src004,train,3718333,meter_src004_src_004_C125,NEW_src_004_20260904_142800,raw/images/src_004_20260905_200000.jpg,2026-09-15
src_004_20260905_205200,meter_src004,train,3718333,meter_src004_src_004_C125,NEW_src_004_20260904_142800,raw/images/src_004_20260905_205200.jpg,2026-09-15
src_004_20260905_214400,meter_src004,train,3718333,meter_src004_src_004_C125,NEW_src_004_20260904_142800,raw/images/src_004_20260905_214400.jpg,2026-09-15
src_004_20260905_223600,meter_src004,train,3718333,meter_src004_src_004_C125,NEW_src_004_20260904_142800,raw/images/src_004_20260905_223600.jpg,2026-09-15
src_004_20260905_233200,meter_src004,train,3718333,meter_src004_src_004_C125,NEW_src_004_20260904_142800,raw/images/src_004_20260905_233200.jpg,2026-09-15
src_004_20260906_002400,meter_src004,train,3718333,meter_src004_src_004_C125,NEW_src_004_20260904_142800,raw/images/src_004_20260906_002400.jpg,2026-09-15
src_004_20260906_011600,meter_src004,train,3718333,meter_src004_src_004_C125,NEW_src_004_20260904_142800,raw/images/src_004_20260906_011600.jpg,2026-09-15
