image_stem,relative_path,physical_meter_id,source_session,domain,split,annotation_exists,note
src_003_20260818_142800,raw/images/src_003_20260818_142800.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_143000,raw/images/src_003_20260818_143000.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_143200,raw/images/src_003_20260818_143200.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_143400,raw/images/src_003_20260818_143400.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_143600,raw/images/src_003_20260818_143600.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_143800,raw/images/src_003_20260818_143800.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_144000,raw/images/src_003_20260818_144000.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_144200,raw/images/src_003_20260818_144200.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_144400,raw/images/src_003_20260818_144400.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_144600,raw/images/src_003_20260818_144600.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_144800,raw/images/src_003_20260818_144800.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_145000,raw/images/src_003_20260818_145000.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_145200,raw/images/src_003_20260818_145200.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_145400,raw/images/src_003_20260818_145400.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_145600,raw/images/src_003_20260818_145600.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_145800,raw/images/src_003_20260818_145800.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_150000,raw/images/src_003_20260818_150000.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_150200,raw/images/src_003_20260818_150200.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_150400,raw/images/src_003_20260818_150400.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_150600,raw/images/src_003_20260818_150600.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_150800,raw/images/src_003_20260818_150800.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_151000,raw/images/src_003_20260818_151000.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_151200,raw/images/src_003_20260818_151200.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_151600,raw/images/src_003_20260818_151600.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_151800,raw/images/src_003_20260818_151800.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_152000,raw/images/src_003_20260818_152000.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_152200,raw/images/src_003_20260818_152200.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_152400,raw/images/src_003_20260818_152400.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_152600,raw/images/src_003_20260818_152600.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_152800,raw/images/src_003_20260818_152800.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_153000,raw/images/src_003_20260818_153000.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_153200,raw/images/src_003_20260818_153200.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_153400,raw/images/src_003_20260818_153400.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_153600,raw/images/src_003_20260818_153600.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_153800,raw/images/src_003_20260818_153800.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_154000,raw/images/src_003_20260818_154000.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_154200,raw/images/src_003_20260818_154200.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_154400,raw/images/src_003_20260818_154400.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_154600,raw/images/src_003_20260818_154600.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_154800,raw/images/src_003_20260818_154800.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_155000,raw/images/src_003_20260818_155000.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_155200,raw/images/src_003_20260818_155200.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_155400,raw/images/src_003_20260818_155400.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_155600,raw/images/src_003_20260818_155600.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_155800,raw/images/src_003_20260818_155800.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_160000,raw/images/src_003_20260818_160000.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_160200,raw/images/src_003_20260818_160200.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_160400,raw/images/src_003_20260818_160400.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_160600,raw/images/src_003_20260818_160600.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_160800,raw/images/src_003_20260818_160800.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_161000,raw/images/src_003_20260818_161000.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_161200,raw/images/src_003_20260818_161200.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_161400,raw/images/src_003_20260818_161400.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_161600,raw/images/src_003_20260818_161600.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_161800,raw/images/src_003_20260818_161800.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_162000,raw/images/src_003_20260818_162000.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_162200,raw/images/src_003_20260818_162200.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_162400,raw/images/src_003_20260818_162400.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_162600,raw/images/src_003_20260818_162600.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_162800,raw/images/src_003_20260818_162800.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_163000,raw/images/src_003_20260818_163000.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_163200,raw/images/src_003_20260818_163200.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_163400,raw/images/src_003_20260818_163400.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_163600,raw/images/src_003_20260818_163600.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_163800,raw/images/src_003_20260818_163800.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_164000,raw/images/src_003_20260818_164000.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_164200,raw/images/src_003_20260818_164200.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_164400,raw/images/src_003_20260818_164400.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_164600,raw/images/src_003_20260818_164600.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_164800,raw/images/src_003_20260818_164800.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_165000,raw/images/src_003_20260818_165000.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_165200,raw/images/src_003_20260818_165200.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_165400,raw/images/src_003_20260818_165400.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_165600,raw/images/src_003_20260818_165600.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_165800,raw/images/src_003_20260818_165800.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_170000,raw/images/src_003_20260818_170000.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_170200,raw/images/src_003_20260818_170200.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_170400,raw/images/src_003_20260818_170400.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_170600,raw/images/src_003_20260818_170600.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_170800,raw/images/src_003_20260818_170800.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_171000,raw/images/src_003_20260818_171000.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_171200,raw/images/src_003_20260818_171200.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_171500,raw/images/src_003_20260818_171500.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_003_20260818_172000,raw/images/src_003_20260818_172000.jpg,meter_X_cam192.168.25.213,src_003,A,train,true,個体Xメインsession
src_001_20260818_140200,raw/images/src_001_20260818_140200.jpg,meter_X_cam192.168.25.213,src_001,A,train,true,job.json記載IPは.211だが目視確認で個体Xと同一(Checkpoint1B/2Aで確認)
meter_004,raw/images/meter_004.png,meter_X_cam192.168.25.213,meter_004_static,A,train,true,静止画1枚;目視確認で個体Xと同一(Checkpoint1Bで確認)
capture_001_20260818_101259,raw/images/capture_001_20260818_101259.jpg,meter_X_cam192.168.25.213,capture_001,A,val,true,個体Xの別capture pipeline/別session(同一個体内holdout、未知個体汎化評価ではない)
capture_001_20260818_101427,raw/images/capture_001_20260818_101427.jpg,meter_X_cam192.168.25.213,capture_001,A,val,true,個体Xの別capture pipeline/別session(同一個体内holdout、未知個体汎化評価ではない)
capture_001_20260818_101438,raw/images/capture_001_20260818_101438.jpg,meter_X_cam192.168.25.213,capture_001,A,val,true,個体Xの別capture pipeline/別session(同一個体内holdout、未知個体汎化評価ではない)
capture_001_20260818_101453,raw/images/capture_001_20260818_101453.jpg,meter_X_cam192.168.25.213,capture_001,A,val,true,個体Xの別capture pipeline/別session(同一個体内holdout、未知個体汎化評価ではない)
capture_001_20260818_101525,raw/images/capture_001_20260818_101525.jpg,meter_X_cam192.168.25.213,capture_001,A,val,true,個体Xの別capture pipeline/別session(同一個体内holdout、未知個体汎化評価ではない)
capture_001_20260818_103027,raw/images/capture_001_20260818_103027.jpg,meter_X_cam192.168.25.213,capture_001,A,val,true,個体Xの別capture pipeline/別session(同一個体内holdout、未知個体汎化評価ではない)
capture_001_20260818_103253,raw/images/capture_001_20260818_103253.jpg,meter_X_cam192.168.25.213,capture_001,A,val,true,個体Xの別capture pipeline/別session(同一個体内holdout、未知個体汎化評価ではない)
capture_001_20260818_103306,raw/images/capture_001_20260818_103306.jpg,meter_X_cam192.168.25.213,capture_001,A,val,true,個体Xの別capture pipeline/別session(同一個体内holdout、未知個体汎化評価ではない)
src_003_v3_20260819_131500,raw/images/src_003_v3_20260819_131500.jpg,meter_X_cam192.168.25.213,src_003_v3,A,val,true,個体Xの別session(同一個体内holdout、未知個体汎化評価ではない)
src_003_v3_20260819_132000,raw/images/src_003_v3_20260819_132000.jpg,meter_X_cam192.168.25.213,src_003_v3,A,val,true,個体Xの別session(同一個体内holdout、未知個体汎化評価ではない)
src_003_v3_20260819_132500,raw/images/src_003_v3_20260819_132500.jpg,meter_X_cam192.168.25.213,src_003_v3,A,val,true,個体Xの別session(同一個体内holdout、未知個体汎化評価ではない)
src_003_v3_20260819_133000,raw/images/src_003_v3_20260819_133000.jpg,meter_X_cam192.168.25.213,src_003_v3,A,val,true,個体Xの別session(同一個体内holdout、未知個体汎化評価ではない)
